"","x","y","sp","Reference"
"425",-49.139722,-26.368056,"Cyathea phalerata","GBIF"
"426",-49.136944,-28.080556,"Alsophila setosa","GBIF"
"427",-49.136944,-28.080556,"Cyathea delgadii","IFFSC"
"428",-49.1348,-28.0448,"Cyathea corcovadensis","GBIF"
"429",-49.094444,-27.064444,"Cyathea hirsuta","GBIF"
"430",-49.087778,-27.056667,"Cyathea delgadii","GBIF"
"431",-49.087778,-27.056667,"Lophosoria quadripinnata","GBIF"
"432",-49.0769,-25.3656,"Gymnosphaera capensis","SpeciesLink"
"433",-49.071944,-26.921389,"Cyathea feeana","GBIF"
"434",-49.051944,-27.268611,"Dicksonia sellowiana","IFFSC"
"435",-49.051806,-25.837083,"Cyathea corcovadensis","GBIF"
"436",-49.050556,-26.280278,"Sphaeropteris gardneri","GBIF"
"437",-49.05,-26.550278,"Cyathea delgadii","IFFSC"
"438",-49.05,-26.550278,"Cyathea phalerata","IFFSC"
"439",-49.05,-26.28,"Dicksonia sellowiana","IFFSC"
"440",-49.05,-26.099722,"Cyathea phalerata","IFFSC"
"441",-49.049722,-28.169444,"Dicksonia sellowiana","GBIF"
"442",-49.049444,-27.630278,"Cyathea corcovadensis","IFFSC"
"443",-49.049444,-27.630278,"Cyathea delgadii","GBIF"
"444",-49.049444,-27.630278,"Cyathea feeana","GBIF"
"445",-49.049444,-27.630278,"Dicksonia sellowiana","IFFSC"
"446",-49.049444,-27.09,"Cyathea phalerata","IFFSC"
"447",-49.049444,-26.819722,"Cyathea corcovadensis","IFFSC"
"448",-49.049444,-26.819722,"Cyathea hirsuta","GBIF"
"449",-49.049167,-27.179722,"Cyathea corcovadensis","IFFSC"
"450",-49.049167,-27.179722,"Sphaeropteris gardneri","GBIF"
"451",-49.047778,-26.1925,"Alsophila setosa","IFFSC"
"452",-49.041389,-26.529444,"Alsophila setosa","GBIF"
"453",-49.031944,-26.776667,"Lophosoria quadripinnata","GBIF"
"454",-49.0036,-25.3887,"Dicksonia sellowiana","GBIF"
"455",-49.0005746,-24.65387252,"Cyathea atrovirens","GBIF"
"456",-48.980556,-25.49,"Cyathea corcovadensis","GBIF"
"457",-48.973889,-26.77,"Cyathea atrovirens","GBIF"
"458",-48.971111,-25.859722,"Alsophila setosa","GBIF"
"459",-48.966667,-25.433333,"Alsophila sternbergii","GBIF"
"460",-48.966667,-25.433333,"Cyathea delgadii","GBIF"
"461",-48.963889,-26.029722,"Dicksonia sellowiana","GBIF"
"462",-48.961944,-26.28,"Cyathea delgadii","GBIF"
"463",-48.960833,-27.809722,"Cyathea delgadii","IFFSC"
"464",-48.960833,-27.720278,"Cyathea phalerata","GBIF"
"465",-48.960556,-27.360278,"Cyathea hirsuta","GBIF"
"466",-48.96,-27.36,"Alsophila setosa","IFFSC"
"467",-48.96,-27.36,"Cyathea phalerata","IFFSC"
"468",-48.96,-27.18,"Cyathea atrovirens","GBIF"
"469",-48.96,-25.02,"Cyathea phalerata","GBIF"
"470",-48.959444,-28.2625,"Alsophila setosa","IFFSC"
"471",-48.959444,-28.2625,"Cyathea delgadii","GBIF"
"472",-48.9583,-25.40972,"Cyathea leucofolis","SpeciesLink"
"473",-48.953333,-26.036667,"Cyathea atrovirens","GBIF"
"474",-48.930833,-26.799722,"Cyathea phalerata","GBIF"
"475",-48.919444,-25.58,"Dicksonia sellowiana","GBIF"
"476",-48.913583,-25.810083,"Cyathea atrovirens","GBIF"
"477",-48.913583,-25.810083,"Cyathea hirsuta","GBIF"
"478",-48.901944,-27.150556,"Cyathea feeana","GBIF"
"479",-48.871944,-27.898333,"Dicksonia sellowiana","IFFSC"
"480",-48.871389,-27.718889,"Cyathea atrovirens","GBIF"
"481",-48.871111,-26.819722,"Alsophila setosa","GBIF"
"482",-48.87,-27.63,"Alsophila setosa","IFFSC"
"483",-48.87,-27.45,"Cyathea atrovirens","GBIF"
"484",-48.87,-27.45,"Dicksonia sellowiana","GBIF"
"485",-48.87,-27.272222,"Cyathea corcovadensis","GBIF"
"486",-48.87,-27.272222,"Cyathea delgadii","GBIF"
"487",-48.87,-26.37,"Cyathea phalerata","GBIF"
"488",-48.87,-26.01,"Cyathea delgadii","GBIF"
"489",-48.87,-26.01,"Cyathea phalerata","GBIF"
"490",-48.869722,-27.99,"Alsophila setosa","IFFSC"
"491",-48.869722,-27.99,"Cyathea phalerata","GBIF"
"492",-48.869722,-27.000556,"Cyathea atrovirens","IFFSC"
"493",-48.866944,-27.81,"Cyathea corcovadensis","IFFSC"
"494",-48.866667,-25.25,"Cyathea delgadii","GBIF"
"495",-48.85499954,-26.02669907,"Cyathea corcovadensis","SpeciesLink"
"496",-48.85,-25.216667,"Alsophila setosa","GBIF"
"497",-48.84617167,-26.30829608,"Alsophila sternbergii","GBIF"
"498",-48.84617167,-26.30829608,"Cyathea atrovirens","GBIF"
"499",-48.84617167,-26.30829608,"Cyathea corcovadensis","GBIF"
"500",-48.8456,-26.3044,"Dicksonia sellowiana","SpeciesLink"
"501",-48.8347669,-25.48078485,"Cyathea atrovirens","GBIF"
"502",-48.83440018,-25.4769001,"Cyathea phalerata","SpeciesLink"
"503",-48.833333,-26.3,"Lophosoria quadripinnata","GBIF"
"504",-48.833333,-25.25,"Gymnosphaera capensis","GBIF"
"505",-48.833333,-25.233333,"Cyathea corcovadensis","GBIF"
"506",-48.833333,-25.233333,"Dicksonia sellowiana","GBIF"
"507",-48.833333,-25.233333,"Lophosoria quadripinnata","GBIF"
"508",-48.83,-25.23,"Cyathea phalerata","GBIF"
"509",-48.82720184,-26.89970016,"Dicksonia sellowiana","SpeciesLink"
"510",-48.82720184,-26.89970016,"Lophosoria quadripinnata","SpeciesLink"
"511",-48.82,-28.341389,"Cyathea phalerata","GBIF"
"512",-48.801944,-25.234722,"Cyathea hirsuta","GBIF"
"513",-48.784167,-26.641111,"Cyathea corcovadensis","GBIF"
"514",-48.784167,-26.641111,"Cyathea phalerata","GBIF"
"515",-48.783333,-25.216667,"Cyathea leucofolis","GBIF"
"516",-48.780833,-27.81,"Lophosoria quadripinnata","GBIF"
"517",-48.780833,-27.628889,"Cyathea phalerata","GBIF"
"518",-48.78,-28.08,"Cyathea corcovadensis","GBIF"
"519",-48.78,-27.99,"Cyathea atrovirens","GBIF"
"520",-48.78,-27.99,"Cyathea delgadii","IFFSC"
"521",-48.78,-27.09,"Alsophila setosa","IFFSC"
"522",-48.78,-26.008611,"Alsophila setosa","IFFSC"
"523",-48.779722,-27.180278,"Cyathea hirsuta","GBIF"
"524",-48.779722,-27.180278,"Cyathea phalerata","IFFSC"
"525",-48.778611,-26.8225,"Cyathea delgadii","GBIF"
"526",-48.755278,-24.748889,"Cyathea delgadii","GBIF"
"527",-48.72,-25.42,"Cyathea corcovadensis","GBIF"
"528",-48.710833,-24.853889,"Cyathea phalerata","GBIF"
"529",-48.693333,-24.539444,"Alsophila setosa","GBIF"
"530",-48.693333,-24.539444,"Alsophila sternbergii","GBIF"
"531",-48.693333,-24.539444,"Cyathea atrovirens","GBIF"
"532",-48.693333,-24.539444,"Cyathea corcovadensis","GBIF"
"533",-48.693333,-24.539444,"Cyathea delgadii","GBIF"
"534",-48.693333,-24.539444,"Cyathea hirsuta","GBIF"
"535",-48.693333,-24.539444,"Cyathea leucofolis","GBIF"
"536",-48.693333,-24.539444,"Cyathea phalerata","GBIF"
"537",-48.693333,-24.539444,"Dicksonia sellowiana","GBIF"
"538",-48.693333,-24.539444,"Lophosoria quadripinnata","GBIF"
"539",-48.690278,-27.361389,"Cyathea atrovirens","GBIF"
"540",-48.690278,-27.361389,"Cyathea delgadii","IFFSC"
"541",-48.690278,-27,"Cyathea phalerata","IFFSC"
"542",-48.69,-28.08,"Alsophila setosa","IFFSC"
"543",-48.69,-28.08,"Cyathea phalerata","GBIF"
"544",-48.69,-27.81,"Cyathea atrovirens","GBIF"
"545",-48.69,-27.81,"Cyathea delgadii","IFFSC"
"546",-48.69,-27.81,"Cyathea feeana","GBIF"
"547",-48.69,-27.45,"Cyathea corcovadensis","GBIF"
"548",-48.69,-26.46,"Cyathea atrovirens","GBIF"
"549",-48.69,-26.46,"Cyathea feeana","GBIF"
"550",-48.69,-26.19,"Alsophila setosa","IFFSC"
"551",-48.69,-26.19,"Cyathea phalerata","GBIF"
"552",-48.69,-26.01,"Cyathea atrovirens","GBIF"
"553",-48.683333,-25.25,"Cyathea atrovirens","GBIF"
"554",-48.6678009,-27.64529991,"Dicksonia sellowiana","SpeciesLink"
"555",-48.662778,-26.215278,"Cyathea delgadii","GBIF"
"556",-48.65420151,-26.89889908,"Cyathea atrovirens","SpeciesLink"
"557",-48.65,-25.316667,"Alsophila setosa","GBIF"
"558",-48.65,-25.316667,"Cyathea delgadii","GBIF"
"559",-48.645278,-25.284722,"Alsophila sternbergii","GBIF"
"560",-48.63809967,-26.24329948,"Cyathea atrovirens","SpeciesLink"
"561",-48.63809967,-26.24329948,"Cyathea corcovadensis","SpeciesLink"
"562",-48.631716,-25.548936,"Cyathea atrovirens","GBIF"
"563",-48.616389,-26.801944,"Cyathea phalerata","GBIF"
"564",-48.610556,-26.393333,"Cyathea phalerata","GBIF"
"565",-48.601944,-27.149444,"Cyathea atrovirens","GBIF"
"566",-48.6,-27,"Cyathea corcovadensis","IFFSC"
"567",-48.576444,-25.886879,"Cyathea leucofolis","Fernandes,1997"
"568",-48.574694,-25.882806,"Cyathea corcovadensis","GBIF"
"569",-48.556567,-27.188967,"Cyathea delgadii","GBIF"
"570",-48.549167,-27.740278,"Alsophila setosa","GBIF"
"571",-48.533333,-24.666667,"Lophosoria quadripinnata","GBIF"
"572",-48.5297,-24.1803,"Cyathea atrovirens","SpeciesLink"
"573",-48.50974439,-25.52418668,"Cyathea delgadii","GBIF"
"574",-48.50920105,-25.52000046,"Cyathea corcovadensis","SpeciesLink"
"575",-48.5092,-25.52,"Cyathea leucofolis","SpeciesLink"
"576",-48.508056,-27.451111,"Cyathea phalerata","GBIF"
"577",-48.47889,-27.55167,"Cyathea atrovirens","GBIF"
"578",-48.475556,-27.576667,"Cyathea corcovadensis","GBIF"
"579",-48.470889,-25.678722,"Cyathea atrovirens","GBIF"
"580",-48.469444,-24.6175,"Cyathea leucofolis","GBIF"
"581",-48.467139,-24.636944,"Cyathea atrovirens","GBIF"
"582",-48.447222,-24.273611,"Cyathea hirsuta","GBIF"
"583",-48.430833,-25.481389,"Cyathea phalerata","GBIF"
"584",-48.419167,-24.2775,"Alsophila sternbergii","GBIF"
"585",-48.417222,-24.931111,"Alsophila setosa","GBIF"
"586",-48.417222,-24.931111,"Cyathea phalerata","GBIF"
"587",-48.414722,-24.965278,"Dicksonia sellowiana","GBIF"
"588",-48.4125,-24.306667,"Cyathea corcovadensis","GBIF"
"589",-48.40825,-25.184778,"Cyathea leucofolis","GBIF"
"590",-48.407778,-24.634722,"Cyathea delgadii","GBIF"
"591",-48.396389,-24.6275,"Alsophila sternbergii","GBIF"
"592",-48.396389,-24.6275,"Cyathea corcovadensis","GBIF"
"593",-48.393333,-24.645556,"Cyathea hirsuta","GBIF"
"594",-48.38,-24.12,"Cyathea delgadii","GBIF"
"595",-48.374444,-24.3075,"Lophosoria quadripinnata","GBIF"
"596",-48.363333,-24.3075,"Alsophila setosa","GBIF"
"597",-48.3418,-24.2505,"Cyathea phalerata","GBIF"
"598",-48.333333,-25.283333,"Cyathea atrovirens","GBIF"
"599",-48.3258,-25.2983,"Alsophila setosa","GBIF"
"600",-48.303333,-25.178056,"Cyathea phalerata","GBIF"
"601",-48.298056,-25.178056,"Alsophila sternbergii","GBIF"
"602",-48.292778,-25.157778,"Cyathea corcovadensis","GBIF"
"603",-48.25,-25.416667,"Cyathea corcovadensis","GBIF"
"604",-48.166667,-25.416667,"Cyathea atrovirens","GBIF"
"605",-48.128889,-25.068611,"Cyathea atrovirens","GBIF"
"606",-48.127222,-24.825278,"Cyathea leucofolis","GBIF"
"607",-48.083333,-24.233333,"Cyathea corcovadensis","GBIF"
"608",-48.05,-24.2,"Cyathea atrovirens","GBIF"
"609",-47.934167,-24.608333,"Cyathea corcovadensis","GBIF"
"610",-47.92,-24.18,"Alsophila sternbergii","GBIF"
"611",-47.92,-24.18,"Cyathea phalerata","GBIF"
"612",-47.916667,-24.166667,"Cyathea leucofolis","GBIF"
"613",-47.869417,-24.809833,"Alsophila sternbergii","GBIF"
"614",-47.857306,-24.808528,"Cyathea corcovadensis","GBIF"
"615",-47.85,-24.35,"Cyathea corcovadensis","GBIF"
"616",-47.84000015,-24.47999954,"Cyathea atrovirens","SpeciesLink"
"617",-47.837167,-24.889167,"Cyathea atrovirens","GBIF"
"618",-47.7883,-24.7078,"Cyathea delgadii","GBIF"
"619",-47.7883,-24.7078,"Cyathea leucofolis","GBIF"
"620",-47.63,-24.31999,"Cyathea villosa","SpeciesLink"
"621",-47.5939,-24.0829,"Cyathea atrovirens","GBIF"
"622",-47.563245,-24.699252,"Cyathea leucofolis","Fernandes,1997"
"623",-47.558333,-24.166667,"Alsophila sternbergii","GBIF"
"624",-47.555556,-24.165833,"Cyathea phalerata","GBIF"
"625",-47.55017408,-24.70417831,"Cyathea phalerata","GBIF"
"626",-47.510556,-24.102222,"Cyathea villosa","GBIF"
"627",-47.451111,-24.077222,"Cyathea corcovadensis","GBIF"
"628",-47.448611,-24.076111,"Cyathea delgadii","GBIF"
"629",-47.448611,-24.076111,"Cyathea hirsuta","GBIF"
"630",-47.315833,-24.020278,"Cyathea atrovirens","GBIF"
"631",-47.237778,-24.508611,"Cyathea corcovadensis","GBIF"
"632",-47.113671,-23.715386,"Alsophila setosa","GBIF"
"633",-47.100922,-23.710157,"Cyathea delgadii","GBIF"
"634",-47.072921,-23.715509,"Cyathea phalerata","GBIF"
"635",-47,-24.283333,"Cyathea corcovadensis","GBIF"
"636",-46.958919,-23.675528,"Cyathea atrovirens","GBIF"
"637",-46.941722,-23.824222,"Cyathea corcovadensis","GBIF"
"638",-46.939528,-23.825778,"Alsophila setosa","GBIF"
"639",-46.93333,-24.25,"Alsophila sternbergii","GBIF"
"640",-46.93333,-24.25,"Cyathea atrovirens","GBIF"
"641",-46.93333,-24.25,"Cyathea delgadii","GBIF"
"642",-46.93333,-24.25,"Cyathea phalerata","GBIF"
"643",-46.828611,-24.166389,"Cyathea leucofolis","GBIF"
"644",-46.775278,-23.993889,"Cyathea hirsuta","GBIF"
"645",-46.735278,-23.985278,"Cyathea atrovirens","GBIF"
"646",-46.735278,-23.985278,"Cyathea corcovadensis","GBIF"
"647",-46.735278,-23.985278,"Cyathea delgadii","GBIF"
"648",-46.735278,-23.985278,"Cyathea phalerata","GBIF"
"649",-46.735278,-23.985278,"Cyathea villosa","GBIF"
"650",-46.63,-23.6,"Cyathea corcovadensis","SpeciesLink"
"651",-46.63,-23.54,"Cyathea villosa","SpeciesLink"
"652",-46.500556,-24.005556,"Cyathea atrovirens","GBIF"
"653",-46.43333,-23.88333,"Cyathea hirsuta","GBIF"
"654",-46.43333,-23.88333,"Cyathea phalerata","GBIF"
"655",-46.375978,-23.834564,"Cyathea leucofolis","GBIF"
"656",-46.332222,-23.961944,"Alsophila sternbergii","GBIF"
"657",-46.332222,-23.961944,"Cyathea corcovadensis","GBIF"
"658",-46.32,-23.78,"Cyathea villosa","GBIF"
"659",-46.3,-23.75,"Cyathea atrovirens","SpeciesLink"
"660",-46.297432,-23.774909,"Dicksonia sellowiana","GBIF"
"661",-46.250278,-23.990556,"Cyathea atrovirens","GBIF"
